Date,portfolio
2023-05-10,0.0050647657649413955
2023-05-11,-0.00962390908793394
2023-05-12,-0.0073647215180289195
2023-05-15,0.012711836922104744
2023-05-16,-0.0028921483448576626
2023-05-17,0.00688754852294996
2023-05-18,0.0016454744344779188
2023-05-19,-0.007853606808597674
2023-05-22,-0.006387646404596162
2023-05-23,-0.014606861564625758
2023-05-24,-0.012752475116164126
2023-05-25,0.012801180185057538
2023-05-26,0.01931623974472084
2023-05-30,0.006629406094028299
2023-05-31,0.00015419928332513423
2023-06-01,0.00801704211845674
2023-06-02,-0.0032934897923234314
2023-06-05,-0.006967275482708785
2023-06-06,0.004837470650866716
2023-06-07,-0.022099368350417807
2023-06-08,0.012559259543809133
2023-06-09,-0.002988304608806236
2023-06-12,0.012759504302304886
2023-06-13,-0.008942256024231082
2023-06-14,0.005272747890559074
2023-06-15,0.011309638651443854
2023-06-16,-0.006252112112638465
2023-06-20,-0.01621755548540199
2023-06-21,-0.004373356647286381
2023-06-22,-0.0018581625871956975
2023-06-23,0.0005375942757527108
2023-06-26,0.006664798274241865
2023-06-27,0.008395427235258312
2023-06-28,-0.01090307133570125
2023-06-29,0.00245333736210045
2023-06-30,0.012281261175611211
2023-07-03,-0.008086251690613288
2023-07-05,-0.008330587411916323
2023-07-06,-0.004964805718005278
2023-07-07,0.002516830927074475
2023-07-10,0.008319091908122654
2023-07-11,0.0044517997970726815
2023-07-12,0.014377095614006612
2023-07-13,0.011739696080042224
2023-07-14,0.004975205420385904
2023-07-17,0.005093112240968665
2023-07-18,0.01891709867701763
2023-07-19,0.008689904779817126
2023-07-20,-0.0010833489449246772
2023-07-21,-0.00765368189156547
2023-07-24,-0.011971672351892547
2023-07-25,0.011599850688351558
2023-07-26,-0.011339781466762613
2023-07-27,-0.01643466525479436
2023-07-28,0.0062118460603103835
2023-07-31,-0.005523201554577157
2023-08-01,-0.005669895879841054
2023-08-02,-0.011982674885281631
2023-08-03,-0.011788999728498395
2023-08-04,0.0236357942494433
2023-08-07,0.00908440361592963
2023-08-08,-0.015162424582940197
2023-08-09,-0.012427339727471643
2023-08-10,-0.0013506185717125031
2023-08-11,-0.0032426762408304215
2023-08-14,0.0049573996127218805
2023-08-15,-0.005806032451948577
2023-08-16,-0.0022202692483861194
2023-08-17,-0.01373103020544718
2023-08-18,0.0013305270659911472
2023-08-21,0.00038114308833385197
2023-08-22,-0.007854901428329985
2023-08-23,0.020540519313026948
2023-08-24,-0.007229057752093372
2023-08-25,-0.0048406205696779215
2023-08-28,0.004673903003184694
2023-08-29,0.003625832675011373
2023-08-30,-0.007516256058967401
2023-08-31,-0.005370716862886075
2023-09-01,-0.003320963728562087
2023-09-05,-0.024556163851625568
2023-09-06,-0.0040899259748079855
2023-09-07,-0.00014116191241846663
2023-09-08,0.0018536410265469925
2023-09-11,0.0030229430168351775
2023-09-12,-0.004616552282521469
2023-09-13,0.002746632406094852
2023-09-14,-0.0014383296449272647
2023-09-15,-0.01007911941914729
2023-09-18,0.0043799500272571675
2023-09-19,-0.007943362171512114
2023-09-20,0.0006682319055208699
2023-09-21,-0.015552688757260794
2023-09-22,-0.0007320399919845447
2023-09-25,-0.009849650581801149
2023-09-26,-0.018870606184767293
2023-09-27,-0.012340207933406263
2023-09-28,0.0075149575821307005
2023-09-29,-0.005484090721629537
2023-10-02,-0.01256676209975426
2023-10-03,-0.025831415032120664
2023-10-04,0.01936298813745978
2023-10-05,0.004494257012603642
2023-10-06,0.020247637282209602
2023-10-09,-0.0033068027975259578
2023-10-10,0.00906333999591501
2023-10-11,0.025695117392525064
2023-10-12,-0.00941540441512422
2023-10-13,-0.0011218862623001502
2023-10-16,0.003306977810765795
2023-10-17,-0.002984945352413947
2023-10-18,-0.013510962271198747
2023-10-19,0.0020064570240138956
2023-10-20,-0.00043092929565449484
2023-10-23,0.006359070304187251
2023-10-24,0.02184301521559313
2023-10-25,-0.001110279127833392
2023-10-26,0.006814694717199225
2023-10-27,0.00540025707134195
2023-10-30,0.030683692554449745
2023-10-31,0.003981489953007184
2023-11-01,0.011404161976398703
2023-11-02,0.0014193631147582444
2023-11-03,0.024237997700230413
2023-11-06,0.00433848729630576
2023-11-07,0.013370951837427963
2023-11-08,0.010110215021186277
2023-11-09,-0.002316698026423882
2023-11-10,0.005147786152664709
2023-11-13,-0.01207621716260398
2023-11-14,0.026527412781030425
2023-11-15,-0.0017852008145581967
2023-11-16,0.028048477541396034
2023-11-17,-0.004798507155450615
2023-11-20,0.00355998951146837
2023-11-21,-0.008841407166317625
2023-11-22,0.011325537075302823
2023-11-24,0.006359152072512357
2023-11-27,0.009510739794950549
2023-11-28,-0.006100087704413632
2023-11-29,0.012907046271373394
2023-11-30,0.01882516315447945
2023-12-01,0.015334899875949968
2023-12-04,-0.009732825676197161
2023-12-05,0.0023026698480026484
2023-12-06,0.0027422532957894147
2023-12-07,-0.004237470729931171
2023-12-08,-0.006041165226070989
2023-12-11,0.003085717254540703
2023-12-12,0.022082534548150207
2023-12-13,0.020004641067717557
2023-12-14,-0.0030355689031845833
2023-12-15,0.003463966325647942
2023-12-18,0.0008841863337362607
2023-12-19,0.0003615721125404814
2023-12-20,-0.006764492081843324
2023-12-21,0.008399998410422011
2023-12-22,0.0006626618412722501
2023-12-26,0.001712850094499479
2023-12-27,0.009843466837746801
2023-12-28,0.01100412507481731
2023-12-29,-0.001810226455943787
